title,platform,developer,genre,rating,release_date,summary,meta_score,meta_overview,meta_pos,meta_mixed,meta_neg,user_score,user_overview,user_pos,user_mixed,user_neg,n_user_score
ACA NeoGeo: The Last Blade,Switch,SNK,"['Action', 'Fighting', '2D']",T,2017-12-14,"1863. History's hidden secret is revealed. During the age known as ""Bakumatsu"", 135 years ago, chaos rules! It's all yours: A new type of weapon fighting game in which Power and Speed weapons, in addition to various Repel moves can be used to experience a new sensation in video game thrills!",0,No score yet,1.0,0.0,0.0,0.0,No user score yet,1.0,0.0,0.0,0.0
ACA NeoGeo: Waku Waku 7,Switch,SunSoft,"['Action', 'Fighting', '2D']",E10+,2017-03-09,"WAKU WAKU 7 is a fighting game released by SUNSOFT in 1996 in Japan. Players will control characters who have one of seven WAKU WAKU balls that grant wishes, and gather the remaining balls. The ACA NEOGEO series has faithfully reproduced many classic NEOGEO masterpieces. Players can change various game settings such as game difficulty, and also reproduce the atmosphere of arcade display settings at that time. Players can also compete against each other from all over the world with their high scores*. Please enjoy the masterpieces that built a generation of video games.",73,Mixed or average reviews,3.0,3.0,0.0,7.9,Generally favorable reviews,12.0,0.0,2.0,79.0
ACA NeoGeo: World Heroes,Switch,ADK,"['Action', 'Fighting', '2D']",T,2017-11-30,Are you ready for a fierce battle in an ultra-deathmatch!? Who is the greatest hero in the world? You will find out today! A scientist has created a time machine that eight heroes will travel through time with to prove who is the greatest fighter of all time!,0,No score yet,0.0,1.0,0.0,0.0,No user score yet,1.0,0.0,0.0,0.0
ACA NeoGeo: World Heroes 2,Switch,SNK,"['Action', 'Fighting', '2D']",T,2018-01-25,"The HEROES are back in their biggest and meanest battle ever, along with six new contestants! Travel through time and face an onslaught of opponents in an exciting, bruising battle of the ages!",0,No score yet,0.0,1.0,0.0,0.0,No user score yet,1.0,1.0,0.0,0.0
ACA NeoGeo: World Heroes Perfect,Switch,ADK,"['Action', 'Fighting', '2D']",E10+,2017-03-09,"This is the fourth installment in the World Heroes fighting game series, released in 1995. In this game, 16 figures from across history fight for the title of the world's strongest. In previous installments, the amount of time you held a button down determined the strength or weakness of an attack, but that system has been removed in this game. In addition to a more orthodox fighting-game approach that enables weak, middle and strong attacks using different buttons, this game includes new elements such as the Hero Gauge, Extra Attacks and Guard Breaker Attacks, adding an exciting new layer of strategy.",58,Mixed or average reviews,0.0,5.0,0.0,7.1,Mixed or average reviews,9.0,1.0,3.0,71.0
ACA NeoGeo: Zed Blade,Switch,NMK,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",E,2017-08-31,"ZED BLADE is a horizontal-scrolling shoot 'em up released by NMK in 1994. With the ability to select aircraft weaponry, you can battle in a way that fits your play style. Join Operation Ragnarok to destroy the giant runaway fortress Yggdrasil.",0,No score yet,0.0,1.0,0.0,0.0,No user score yet,1.0,1.0,0.0,0.0
Aces of the Luftwaffe: Squadron,Switch,HandyGames,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,2017-11-17,,71,Mixed or average reviews,2.0,4.0,0.0,7.4,Mixed or average reviews,4.0,0.0,1.0,74.0
ACORN Tactics,Switch,TACS Games,"['Strategy', 'Turn-Based', 'Tactics']",E10+,2017-12-07,,51,Mixed or average reviews,0.0,5.0,2.0,0.0,No user score yet,0.0,1.0,1.0,0.0
Aegis Defenders,Switch,Humble Bundle,"['Role-Playing', 'Action RPG']",E10+,2018-02-08,"Take on wild beasts, ruthless soldiers, and ancient gods in this 2D Action-Platformer inspired by Tower-Defense combat.",78,Generally favorable reviews,7.0,2.0,0.0,0.0,No user score yet,7.0,2.0,0.0,0.0
AeternoBlade,Switch,Corecell Technology,"['Action', 'Platformer', '2D']",E10+,2018-02-01,"In the region of Awelsia, vengeful Freya travels with an unknown weapon called ""AeternoBlade"" to take revenge from Beladim, the Lord of the Mist who destroyed her village, Ridgerode, and killed her tribe. Her vengence is helped by Vernia , who has as much merit as Beladim. Vernia taught Freya about the ablility of AeternoBlade. Freya has to venture in many world dimensions to find how to annihilate Beladim. What is AeternoBlade? and How can Freya take revenge from Beladim ? Solve tons ton of mysteries in her adventure!",0,No score yet,0.0,1.0,0.0,0.0,No user score yet,0.0,1.0,1.0,0.0
Ambition of the Slimes,Switch,Flyhigh Works,"['Strategy', 'Turn-Based', 'General']",T,2018-01-18,"Ambition of the Slimes is a turn-based strategy RPG that controls the slimes to battle. Different kinds of slimes have their own abilities, you have to choose the proper slime to take over the enemy and consider how to battle with them. Many tactics can be used in battle and your choice is the key to victory. Try another method if you cannot defeat your enemy because the slimes are too weak to battle by themselves.",0,No score yet,1.0,2.0,0.0,0.0,No user score yet,1.0,0.0,0.0,0.0
Antiquia Lost,Switch,EXE Create,"['Role-Playing', 'Japanese-Style']",T,2017-11-16,,0,No score yet,0.0,1.0,1.0,0.0,No user score yet,1.0,0.0,0.0,0.0
Aperion Cyberstorm,Switch,aPriori Digital,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",E10+,2018-02-08,,0,No score yet,2.0,0.0,0.0,0.0,No user score yet,2.0,0.0,0.0,0.0
Aqua Moto Racing Utopia,Switch,Zordix AB,"['Racing', 'Arcade', 'Other']",,2017-11-24,"Experience the thrill of high-powered watercraft and break-neck stunts in a utopian world. Race through heaving oceans along sandy beaches in the Tropics, Greece and Africa. Perform insane stunts and go around the buoys closely to charge your turbo and get the edge against your opponents. Earn cash by participating in races and spend it on better jet-skiis. Unlock new Championships and Achievements on your quest for Legendary Status. Compete against your friends in local and online multiplayer mode multiplayer mode.",58,Mixed or average reviews,0.0,4.0,1.0,7.7,Generally favorable reviews,8.0,0.0,2.0,77.0
Arcade Archives: Crazy Climber,Switch,Hamster,"['Action', 'Platformer', '2D']",E,2018-02-08,"Come one, come all! Watch the death-defying feats of a human fly - Crazy Climber! Help him scale the world's tallest buildings while avoiding tumbling girders, a marauding bird, and the villainous Mad Doctor. Hurry up! The show's about to start!",0,No score yet,0.0,0.0,0.0,0.0,No user score yet,0.0,1.0,0.0,0.0
Arcade Archives: Double Dragon,Switch,Hamster,"['Action', ""Beat-'Em-Up"", '2D']",T,2018-01-18,"Double Dragon is the story of Billy and Jimmy Lee, twin brothers who learned to fight on the cold, tough streets of the city. Their expert knowledge of the martial arts combined with their street smarts, has made them both formidable fighting machines. But now Billy is faced with his greatest challenge. Marian has been kidnapped by the Black Warriors, the savage street gang of the mysterious Shadow Boss! Using whatever weapons come to hand - knives, whips, bats, rocks, oil drums, even dynamite - Billy must pursue the gang through the slums, factories, and wooded outskirts of the city to reach the hideout for his final confrontation with the Shadow Boss... his brother Jimmy!",0,No score yet,0.0,1.0,0.0,0.0,No user score yet,0.0,2.0,0.0,0.0
Arcade Archives: Kid Niki Radical Ninja,Switch,Irem,"['Action', 'Platformer', '2D']",E10+,2018-01-25,"As a kid, I LOVED Kid Niki Radical Ninja.  It had a great sense of humor, too, and the title was an indicator that it wouldn't be your typical sidescroller.  It said ""Atta Boy!"" at the end of a level.  Kid Me thought that was brilliant.  Colorful graphics, satisfying arcade action (you hit a villain and they soar off screen), quirky villains, catchy if not repetitive music.  I give it a 5 because the release is not Kid Niki Radical Ninja.  The title, like the rest of what they chose to upload for a North American audience, is all in Japanese.  There are some poorly translated subtitles.  ""Atta Boy!"" has been replaced with ""Aha, you did that very well.""  It hurts the game's charm for anyone who grew up playing a North American Kid Niki machine in North America.  Other ACA titles presented the option of picking the US or JAP release (Metal Slug did this).  This North American title, at least on the Nintendo Switch, is a Japanese release.  Even the countdown bubble at the bottom of the screen displays Japanese characters instead of English numbers.  How's your Japanese number recognition?  Mine is poor.  I reached out to Hamster on their Customer Support page, sent an e-mail to their Customer Support e-mail account, and Tweeted them as well asking if this error would get a fix.  I did this the day of its release.  Over two weeks later and not a peep.  I contacted Nintendo as well, but their Customer Support interface didn't have 'Game was not as pictured and described on eShop' as a selectable help topic.  If you don't care about the game's humorous elements or moved here from Japan, you won't have a problem with this version of the game.  To someone who has been playing the US version for decades since its release, this is not Kid Niki Radical Ninja as the title suggests when you purchase it.  This is Kaiketsu Yanchamaru (快傑ヤンチャ丸) and should be advertised as such.  Aha.  They did not do that very well.",0,No score yet,0.0,1.0,0.0,0.0,No user score yet,1.0,1.0,0.0,0.0
Arcade Archives: Mario Bros.,Switch,Nintendo,"['Action', 'Platformer', '2D']",E,2017-09-27,"Mario and Luigi are doing some underground plumbing when all sorts of weird creatures come flying out of the pipes. Turtles, crabs - even fighterflies - attack the helpless Mario Bros. It's up to you to kick, punch, and knock out these sewer pests before time runs out! But beware. Just when you think you got rid of them, they come back for more! Play against the computer, or with a friend - either way, this is one underground classic you'll want to play time and time again!",0,No score yet,1.0,2.0,0.0,6.7,Mixed or average reviews,3.0,2.0,1.0,67.0
Arcade Archives: Traverse USA,Switch,Irem,"['Racing', 'Arcade', 'Automobile']",E,2017-11-30,,0,No score yet,0.0,1.0,0.0,0.0,No user score yet,1.0,0.0,0.0,0.0
Arcade Archives: Vs. Super Mario Bros.,Switch,Nintendo,"['Action', 'Platformer', '2D']",E,2017-12-22,"Do you have what it takes to save the Mushroom Princess? You'll have to think fast and move even faster to complete this quest! The Mushroom Princess is being held captive by the evil Koopa tribe of turtles. It's up to you to rescue her from the clutches of the Koopa King before time runs out. But it won't be easy. To get to the princess, you'll have to climb mountains, cross seas, avoid bottomless pits, fight off turtle soldiers and a host of black magic traps that only a Koopa King can devise. It's another non-stop adventure from the SUPER MARIO BROS.!",0,No score yet,2.0,0.0,0.0,6.8,Mixed or average reviews,4.0,5.0,1.0,68.0
ARMS,Switch,Nintendo,"['Action', 'Sports', 'Fighting', 'Individual', '3D', 'Combat', 'Boxing / Martial Arts']",E10+,2017-06-16,"The first fighting game of its kind. Choose a fighting champion from around the world, equip your own combination of extendable arms, and then use a mix of button presses and quick hand motions to really take the fight to your opponent. Throw punches and guide them midflight to hit agile fighters, avoid incoming attacks with dashes, or trampoline high into the air to rain down fists from above. Power-up your punches to deal extra damage or curve your fists around obstacles to hit skittish opponents. Fill up your special gauge to dish out devastating combinations and finish them off. Unleash your inner fighter in this unbelievable sporting event. Fight via simple motion and button controls  Grab onto your Joy-Con with a unique ""thumbs-up"" grip and use simple motions and button presses to outthink your opponent. Toss and curve punches when you find an opening, and dodge a flurry of incoming attacks. It's fast-paced fun for everyone!*    Select from a variety of fighters  Select from brand-new fighting superstars like Ribbon Girl, Master Mummy, and more! Each fighter has their own special attributes to learn and master.*    Fight in arenas with unique obstacles  Throw punches around (or through) mysterious liquid-filled columns in a spooky laboratory, or in certain arenas, toss fighters onto trampolines for epic aerial skirmishes.*    Choose your arms carefully  Each weapon has its own strength. Some are slow and do tons of damage, while others are fast as lighting, but will only serve to set up larger combinations. It's up to you to mix and match your arms to fit your play style.",77,Generally favorable reviews,70.0,26.0,0.0,6.8,Mixed or average reviews,385.0,49.0,146.0,68.0
